acc,ClusterID,clustid_key,proteinname,genename,geneid
P00492,421,421_P00492,Hypoxanthine-guanine phosphoribosyltransferase,HPRT1,3251
P33316,421,421_P33316,"""Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial""",DUT,1854
P32455,422,422_P32455,Interferon-induced guanylate-binding protein 1,GBP1,2633
P32456,422,422_P32456,Interferon-induced guanylate-binding protein 2,GBP2,2634
P32121,423,423_P32121,Beta-arrestin-2,ARRB2,409
Q9UI30,423,423_Q9UI30,Multifunctional methyltransferase subunit TRM112-like protein,TRMT112,51504
P31948,424,424_P31948,Stress-induced-phosphoprotein 1,STIP1,10963
Q7Z5L9,424,424_Q7Z5L9,Interferon regulatory factor 2-binding protein 2,IRF2BP2,359948
P31943,425,425_P31943,Heterogeneous nuclear ribonucleoprotein H,HNRNPH1,3187
P55795,425,425_P55795,Heterogeneous nuclear ribonucleoprotein H2,HNRNPH2,3188
P21912,426,426_P21912,"""Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial""",SDHB,6390
P31040,426,426_P31040,"""Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial""",SDHA,6389
P30711,427,427_P30711,Glutathione S-transferase theta-1,GSTT1,2952
P50995,427,427_P50995,Annexin A11,ANXA11,311
P30101,428,428_P30101,Protein disulfide-isomerase A3,PDIA3,2923
Q96RP9,428,428_Q96RP9,"""Elongation factor G, mitochondrial""",GFM1,85476
P30048,429,429_P30048,"""Thioredoxin-dependent peroxide reductase, mitochondrial""",PRDX3,10935
Q99714,429,429_Q99714,3-hydroxyacyl-CoA dehydrogenase type-2,HSD17B10,3028
P22033,43,43_P22033,"""Methylmalonyl-CoA mutase, mitochondrial""",MUT,4594
P49588,43,43_P49588,"""Alanine--tRNA ligase, cytoplasmic""",AARS,16
P49591,43,43_P49591,"""Serine--tRNA ligase, cytoplasmic""",SARS,6301
Q13616,43,43_Q13616,Cullin-1,CUL1,8454
Q14157,43,43_Q14157,Ubiquitin-associated protein 2-like,UBAP2L,9898
P30043,430,430_P30043,Flavin reductase (NADPH),BLVRB,645
P52943,430,430_P52943,Cysteine-rich protein 2,CRIP2,1397
P30041,431,431_P30041,Peroxiredoxin-6,PRDX6,9588
Q9Y5Z4,431,431_Q9Y5Z4,Heme-binding protein 2,HEBP2,23593
P29218,432,432_P29218,Inositol monophosphatase 1,IMPA1,3612
Q99447,432,432_Q99447,Ethanolamine-phosphate cytidylyltransferase,PCYT2,5833
O00754,433,433_O00754,Lysosomal alpha-mannosidase,MAN2B1,4125
P28838,433,433_P28838,Cytosol aminopeptidase,LAP3,51056
P18754,434,434_P18754,Regulator of chromosome condensation,RCC1,1104
P27695,434,434_P27695,DNA-(apurinic or apyrimidinic site) lyase,APEX1,328
P26639,435,435_P26639,"""Threonine--tRNA ligase, cytoplasmic""",TARS,6897
P42224,435,435_P42224,Signal transducer and activator of transcription 1-alpha/beta,STAT1,6772
P09429,436,436_P09429,High mobility group protein B1,HMGB1,3146
P26583,436,436_P26583,High mobility group protein B2,HMGB2,3148
P26447,437,437_P26447,Protein S100-A4,S100A4,6275
Q05315,437,437_Q05315,Galectin-10,CLC,1178
P25205,438,438_P25205,DNA replication licensing factor MCM3,MCM3,4172
P33992,438,438_P33992,DNA replication licensing factor MCM5,MCM5,4174
O75947,439,439_O75947,"""ATP synthase subunit d, mitochondrial""",ATP5H,10476
P24539,439,439_P24539,"""ATP synthase F(0) complex subunit B1, mitochondrial""",ATP5F1,515
P07954,44,44_P07954,"""Fumarate hydratase, mitochondrial""",FH,2271
P08236,44,44_P08236,Beta-glucuronidase,GUSB,2990
P16219,44,44_P16219,"""Short-chain specific acyl-CoA dehydrogenase, mitochondrial""",ACADS,35
P22033,44,44_P22033,"""Methylmalonyl-CoA mutase, mitochondrial""",MUT,4594
Q9NSE4,44,44_Q9NSE4,"""Isoleucine--tRNA ligase, mitochondrial""",IARS2,55699
P22102,440,440_P22102,Trifunctional purine biosynthetic protein adenosine-3,GART,2618
Q8IUI8,440,440_Q8IUI8,Cytokine receptor-like factor 3,CRLF3,51379
P20963,441,441_P20963,T-cell surface glycoprotein CD3 zeta chain,CD247,919
P54709,441,441_P54709,Sodium/potassium-transporting ATPase subunit beta-3,ATP1B3,483
P20810,442,442_P20810,Calpastatin,CAST,831
Q6JBY9,442,442_Q6JBY9,CapZ-interacting protein,RCSD1,92241
P20700,443,443_P20700,Lamin-B1,LMNB1,4001
Q03252,443,443_Q03252,Lamin-B2,LMNB2,84823
P19971,444,444_P19971,Thymidine phosphorylase,TYMP,1890
Q13011,444,444_Q13011,"""Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial""",ECH1,1891
P19525,445,445_P19525,"""Interferon-induced, double-stranded RNA-activated protein kinase""",EIF2AK2,5610
Q12849,445,445_Q12849,G-rich sequence factor 1,GRSF1,2926
P18621,446,446_P18621,60S ribosomal protein L17,RPL17,6139
Q92522,446,446_Q92522,Histone H1x,H1FX,8971
P18583,447,447_P18583,Protein SON,SON,6651
Q14980,447,447_Q14980,Nuclear mitotic apparatus protein 1,NUMA1,4926
P18124,448,448_P18124,60S ribosomal protein L7,RPL7,6129
Q99848,448,448_Q99848,Probable rRNA-processing protein EBP2,EBNA1BP2,10969
P17480,449,449_P17480,Nucleolar transcription factor 1,UBTF,7343
P62273,449,449_P62273,40S ribosomal protein S29,RPS29,6235
P04843,45,45_P04843,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,RPN1,6184
P04844,45,45_P04844,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,RPN2,6185
P16615,45,45_P16615,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,ATP2A2,488
P39656,45,45_P39656,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,DDOST,1650
Q9NZ01,45,45_Q9NZ01,Very-long-chain enoyl-CoA reductase,TECR,9524
P16949,450,450_P16949,Stathmin,STMN1,3925
Q9BYT8,450,450_Q9BYT8,"""Neurolysin, mitochondrial""",NLN,57486
O94776,451,451_O94776,Metastasis-associated protein MTA2,MTA2,9219
P14866,451,451_P14866,Heterogeneous nuclear ribonucleoprotein L,HNRNPL,3191
P14735,452,452_P14735,Insulin-degrading enzyme,IDE,3416
Q9H0E2,452,452_Q9H0E2,Toll-interacting protein,TOLLIP,54472
P13807,453,453_P13807,"""Glycogen [starch] synthase, muscle""",GYS1,2997
Q92616,453,453_Q92616,Translational activator GCN1,GCN1L1,10985
P13798,454,454_P13798,Acylamino-acid-releasing enzyme,APEH,327
Q7Z4V5,454,454_Q7Z4V5,Hepatoma-derived growth factor-related protein 2,HDGFRP2,84717
P13747,455,455_P13747,"""HLA class I histocompatibility antigen, alpha chain E""",HLA-E,3133
P49257,455,455_P49257,Protein ERGIC-53,LMAN1,3998
P13639,456,456_P13639,Elongation factor 2,EEF2,1938
Q9NNW7,456,456_Q9NNW7,"""Thioredoxin reductase 2, mitochondrial""",TXNRD2,10587
P12814,457,457_P12814,Alpha-actinin-1,ACTN1,87
P14625,457,457_P14625,Endoplasmin,HSP90B1,7184
P10515,458,458_P10515,"""Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial""",DLAT,1737
P12270,458,458_P12270,Nucleoprotein TPR,TPR,7175
P11310,459,459_P11310,"""Medium-chain specific acyl-CoA dehydrogenase, mitochondrial""",ACADM,34
Q92747,459,459_Q92747,Actin-related protein 2/3 complex subunit 1A,ARPC1A,10552
P04179,46,46_P04179,"""Superoxide dismutase [Mn], mitochondrial""",SOD2,6648
P09104,46,46_P09104,Gamma-enolase,ENO2,2026
P11766,46,46_P11766,Alcohol dehydrogenase class-3,ADH5,128
P15531,46,46_P15531,Nucleoside diphosphate kinase A,NME1,4830
P37837,46,46_P37837,Transaldolase,TALDO1,6888
P10768,460,460_P10768,S-formylglutathione hydrolase,ESD,2098
P36871,460,460_P36871,Phosphoglucomutase-1,PGM1,5236
P10644,461,461_P10644,cAMP-dependent protein kinase type I-alpha regulatory subunit,PRKAR1A,5573
P22694,461,461_P22694,cAMP-dependent protein kinase catalytic subunit beta,PRKACB,5567
P09874,462,462_P09874,Poly [ADP-ribose] polymerase 1,PARP1,142
P53999,462,462_P53999,Activated RNA polymerase II transcriptional coactivator p15,SUB1,10923
P09525,463,463_P09525,Annexin A4,ANXA4,307
P13693,463,463_P13693,Translationally-controlled tumor protein,TPT1,7178
P07951,464,464_P07951,Tropomyosin beta chain,TPM2,7169
P09493,464,464_P09493,Tropomyosin alpha-1 chain,TPM1,7168
P08865,465,465_P08865,40S ribosomal protein SA,RPSA,3921
P63220,465,465_P63220,40S ribosomal protein S21,RPS21,6227
P08559,466,466_P08559,"""Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial""",PDHA1,5160
P11177,466,466_P11177,"""Pyruvate dehydrogenase E1 component subunit beta, mitochondrial""",PDHB,5162
P08240,467,467_P08240,Signal recognition particle receptor subunit alpha,SRPR,6734
Q96AG4,467,467_Q96AG4,Leucine-rich repeat-containing protein 59,LRRC59,55379
P07900,468,468_P07900,Heat shock protein HSP 90-alpha,HSP90AA1,3320
P08238,468,468_P08238,Heat shock protein HSP 90-beta,HSP90AB1,3326
P07954,469,469_P07954,"""Fumarate hydratase, mitochondrial""",FH,2271
P08236,469,469_P08236,Beta-glucuronidase,GUSB,2990
P08590,47,47_P08590,Myosin light chain 3,MYL3,4634
P12882,47,47_P12882,Myosin-1,MYH1,4619
P13535,47,47_P13535,Myosin-8,MYH8,4626
P68133,47,47_P68133,"""Actin, alpha skeletal muscle""",ACTA1,58
Q96A32,47,47_Q96A32,"""Myosin regulatory light chain 2, skeletal muscle isoform""",MYLPF,29895
P07902,470,470_P07902,Galactose-1-phosphate uridylyltransferase,GALT,2592
Q9NZ08,470,470_Q9NZ08,Endoplasmic reticulum aminopeptidase 1,ERAP1,51752
P06753,471,471_P06753,Tropomyosin alpha-3 chain,TPM3,7170
P67936,471,471_P67936,Tropomyosin alpha-4 chain,TPM4,7171
P05771,472,472_P05771,Protein kinase C beta type,PRKCB,5579
Q92597,472,472_Q92597,Protein NDRG1,NDRG1,10397
P05165,473,473_P05165,"""Propionyl-CoA carboxylase alpha chain, mitochondrial""",PCCA,5095
P05166,473,473_P05166,"""Propionyl-CoA carboxylase beta chain, mitochondrial""",PCCB,5096
P05090,474,474_P05090,Apolipoprotein D,APOD,347
P10909,474,474_P10909,Clusterin,CLU,1191
P05023,475,475_P05023,Sodium/potassium-transporting ATPase subunit alpha-1,ATP1A1,476
P46459,475,475_P46459,Vesicle-fusing ATPase,NSF,4905
P04279,476,476_P04279,Semenogelin-1,SEMG1,6406
Q02383,476,476_Q02383,Semenogelin-2,SEMG2,6407
P02647,477,477_P02647,Apolipoprotein A-I,APOA1,335
P04114,477,477_P04114,Apolipoprotein B-100,APOB,338
P01781,478,478_P01781,Ig heavy chain V-III region GAL,IGHV3-7,
Q9HC84,478,478_Q9HC84,Mucin-5B,MUC5B,727897
P01730,479,479_P01730,T-cell surface glycoprotein CD4,CD4,920
P46977,479,479_P46977,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A,STT3A,3703
P01591,48,48_P01591,Immunoglobulin J chain,JCHAIN,3512
P01833,48,48_P01833,Polymeric immunoglobulin receptor,PIGR,5284
P01876,48,48_P01876,Ig alpha-1 chain C region,IGHA1,
P01877,48,48_P01877,Ig alpha-2 chain C region,IGHA2,
P02788,48,48_P02788,Lactotransferrin,LTF,4057
P00491,480,480_P00491,Purine nucleoside phosphorylase,PNP,4860
Q9H4A4,480,480_Q9H4A4,Aminopeptidase B,RNPEP,6051
P00403,481,481_P00403,Cytochrome c oxidase subunit 2,MT-CO2,4513
Q99623,481,481_Q99623,Prohibitin-2,PHB2,11331
O95782,482,482_O95782,AP-2 complex subunit alpha-1,AP2A1,160
P63010,482,482_P63010,AP-2 complex subunit beta,AP2B1,163
O95571,483,483_O95571,"""Persulfide dioxygenase ETHE1, mitochondrial""",ETHE1,23474
P07741,483,483_P07741,Adenine phosphoribosyltransferase,APRT,353
O95149,484,484_O95149,Snurportin-1,SNUPN,10073
Q8WW12,484,484_Q8WW12,PEST proteolytic signal-containing nuclear protein,PCNP,57092
O94925,485,485_O94925,"""Glutaminase kidney isoform, mitochondrial""",GLS,2744
O95479,485,485_O95479,GDH/6PGL endoplasmic bifunctional protein,H6PD,9563
O76094,486,486_O76094,Signal recognition particle subunit SRP72,SRP72,6731
Q9UHB9,486,486_Q9UHB9,Signal recognition particle subunit SRP68,SRP68,6730
O76021,487,487_O76021,Ribosomal L1 domain-containing protein 1,RSL1D1,26156
P61513,487,487_P61513,60S ribosomal protein L37a,RPL37A,6168
O75955,488,488_O75955,Flotillin-1,FLOT1,10211
Q6UXV4,488,488_Q6UXV4,MICOS complex subunit MIC27,APOOL,139322
O75746,489,489_O75746,Calcium-binding mitochondrial carrier protein Aralar1,SLC25A12,8604
P62879,489,489_P62879,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2,GNB2,2783
P00403,49,49_P00403,Cytochrome c oxidase subunit 2,MT-CO2,4513
P22695,49,49_P22695,"""Cytochrome b-c1 complex subunit 2, mitochondrial""",UQCRC2,7385
P28331,49,49_P28331,"""NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial""",NDUFS1,4719
P31930,49,49_P31930,"""Cytochrome b-c1 complex subunit 1, mitochondrial""",UQCRC1,7384
Q99623,49,49_Q99623,Prohibitin-2,PHB2,11331
O75643,490,490_O75643,U5 small nuclear ribonucleoprotein 200 kDa helicase,SNRNP200,23020
O94776,490,490_O94776,Metastasis-associated protein MTA2,MTA2,9219
O75533,491,491_O75533,Splicing factor 3B subunit 1,SF3B1,23451
Q9Y3B4,491,491_Q9Y3B4,Splicing factor 3B subunit 6,SF3B6,51639
O75494,492,492_O75494,Serine/arginine-rich splicing factor 10,SRSF10,10772
Q13595,492,492_Q13595,Transformer-2 protein homolog alpha,TRA2A,29896
O75351,493,493_O75351,Vacuolar protein sorting-associated protein 4B,VPS4B,9525
O75439,493,493_O75439,Mitochondrial-processing peptidase subunit beta,PMPCB,9512
O75436,494,494_O75436,Vacuolar protein sorting-associated protein 26A,VPS26A,9559
P80217,494,494_P80217,Interferon-induced 35 kDa protein,IFI35,3430
O75380,495,495_O75380,"""NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial""",NDUFS6,4726
P10606,495,495_P10606,"""Cytochrome c oxidase subunit 5B, mitochondrial""",COX5B,1329
O60911,496,496_O60911,Cathepsin L2,CTSV,1515
P09668,496,496_P09668,Pro-cathepsin H,CTSH,1512
O60826,497,497_O60826,Coiled-coil domain-containing protein 22,CCDC22,28952
Q567U6,497,497_Q567U6,Coiled-coil domain-containing protein 93,CCDC93,54520
O60762,498,498_O60762,Dolichol-phosphate mannosyltransferase subunit 1,DPM1,8813
Q969V3,498,498_Q969V3,Nicalin,NCLN,56926
O60610,499,499_O60610,Protein diaphanous homolog 1,DIAPH1,1729
Q14161,499,499_Q14161,ARF GTPase-activating protein GIT2,GIT2,9815
P07814,5,5_P07814,Bifunctional glutamate/proline--tRNA ligase,EPRS,2058
P14868,5,5_P14868,"""Aspartate--tRNA ligase, cytoplasmic""",DARS,1615
P41252,5,5_P41252,"""Isoleucine--tRNA ligase, cytoplasmic""",IARS,3376
P47897,5,5_P47897,Glutamine--tRNA ligase,QARS,5859
P54136,5,5_P54136,"""Arginine--tRNA ligase, cytoplasmic""",RARS,5917
P56192,5,5_P56192,"""Methionine--tRNA ligase, cytoplasmic""",MARS,4141
Q12904,5,5_Q12904,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1,AIMP1,9255
Q13155,5,5_Q13155,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,AIMP2,7965
Q15046,5,5_Q15046,Lysine--tRNA ligase,KARS,3735
Q92608,5,5_Q92608,Dedicator of cytokinesis protein 2,DOCK2,1794
Q9P2J5,5,5_Q9P2J5,"""Leucine--tRNA ligase, cytoplasmic""",LARS,51520
O94973,50,50_O94973,AP-2 complex subunit alpha-2,AP2A2,161
O95782,50,50_O95782,AP-2 complex subunit alpha-1,AP2A1,160
P08237,50,50_P08237,"""ATP-dependent 6-phosphofructokinase, muscle type""",PFKM,5213
P63010,50,50_P63010,AP-2 complex subunit beta,AP2B1,163
Q96CW1,50,50_Q96CW1,AP-2 complex subunit mu,AP2M1,1173
O60547,500,500_O60547,"""GDP-mannose 4,6 dehydratase""",GMDS,2762
P11310,500,500_P11310,"""Medium-chain specific acyl-CoA dehydrogenase, mitochondrial""",ACADM,34
O60306,501,501_O60306,Intron-binding protein aquarius,AQR,9716
Q9HCS7,501,501_Q9HCS7,Pre-mRNA-splicing factor SYF1,XAB2,56949
O60256,502,502_O60256,Phosphoribosyl pyrophosphate synthase-associated protein 2,PRPSAP2,5636
Q14558,502,502_Q14558,Phosphoribosyl pyrophosphate synthase-associated protein 1,PRPSAP1,5635
O43837,503,503_O43837,"""Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial""",IDH3B,3420
P51553,503,503_P51553,"""Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial""",IDH3G,3421
O43747,504,504_O43747,AP-1 complex subunit gamma-1,AP1G1,164
Q9BXS5,504,504_Q9BXS5,AP-1 complex subunit mu-1,AP1M1,8907
O43516,505,505_O43516,WAS/WASL-interacting protein family member 1,WIPF1,7456
P42768,505,505_P42768,Wiskott-Aldrich syndrome protein,WAS,7454
O43447,506,506_O43447,Peptidyl-prolyl cis-trans isomerase H,PPIH,10465
P14174,506,506_P14174,Macrophage migration inhibitory factor,MIF,4282
O43290,507,507_O43290,U4/U6.U5 tri-snRNP-associated protein 1,SART1,9092
Q13123,507,507_Q13123,Protein Red,IK,3550
O14744,508,508_O14744,Protein arginine N-methyltransferase 5,PRMT5,10419
Q9BQA1,508,508_Q9BQA1,Methylosome protein 50,WDR77,79084
O00567,509,509_O00567,Nucleolar protein 56,NOP56,10528
Q9NX24,509,509_Q9NX24,H/ACA ribonucleoprotein complex subunit 2,NHP2,55651
O95747,51,51_O95747,Serine/threonine-protein kinase OSR1,OXSR1,9943
P42285,51,51_P42285,Superkiller viralicidic activity 2-like 2,SKIV2L2,23517
Q9BQ52,51,51_Q9BQ52,Zinc phosphodiesterase ELAC protein 2,ELAC2,60528
Q9GZZ9,51,51_Q9GZZ9,Ubiquitin-like modifier-activating enzyme 5,UBA5,79876
Q9UNZ2,51,51_Q9UNZ2,NSFL1 cofactor p47,NSFL1C,55968
O00410,510,510_O00410,Importin-5,IPO5,3843
P17655,510,510_P17655,Calpain-2 catalytic subunit,CAPN2,824
O00139,511,511_O00139,Kinesin-like protein KIF2A,KIF2A,3796
Q9Y2I8,511,511_Q9Y2I8,WD repeat-containing protein 37,WDR37,22884
O60884,52,52_O60884,DnaJ homolog subfamily A member 2,DNAJA2,10294
P62829,52,52_P62829,60S ribosomal protein L23,RPL23,9349
Q14331,52,52_Q14331,Protein FRG1,FRG1,2483
Q9BQG0,52,52_Q9BQG0,Myb-binding protein 1A,MYBBP1A,10514
Q9BZE4,52,52_Q9BZE4,Nucleolar GTP-binding protein 1,GTPBP4,23560
O43815,53,53_O43815,Striatin,STRN,6801
O60216,53,53_O60216,Double-strand-break repair protein rad21 homolog,RAD21,5885
P10515,53,53_P10515,"""Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial""",DLAT,1737
P29590,53,53_P29590,Protein PML,PML,5371
Q9UQE7,53,53_Q9UQE7,Structural maintenance of chromosomes protein 3,SMC3,9126
Q14696,54,54_Q14696,LDLR chaperone MESD,MESDC2,23184
Q16630,54,54_Q16630,Cleavage and polyadenylation specificity factor subunit 6,CPSF6,11052
Q9BZZ5,54,54_Q9BZZ5,Apoptosis inhibitor 5,API5,8539
Q9UKU7,54,54_Q9UKU7,"""Isobutyryl-CoA dehydrogenase, mitochondrial""",ACAD8,27034
P42357,55,55_P42357,Histidine ammonia-lyase,HAL,3034
Q13867,55,55_Q13867,Bleomycin hydrolase,BLMH,642
Q96QA5,55,55_Q96QA5,Gasdermin-A,GSDMA,284110
Q9UI42,55,55_Q9UI42,Carboxypeptidase A4,CPA4,51200
O95758,56,56_O95758,Polypyrimidine tract-binding protein 3,PTBP3,9991
P13995,56,56_P13995,"""Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial""",MTHFD2,10797
Q9NTM9,56,56_Q9NTM9,Copper homeostasis protein cutC homolog,CUTC,51076
Q9UL18,56,56_Q9UL18,Protein argonaute-1,AGO1,26523
P54819,57,57_P54819,"""Adenylate kinase 2, mitochondrial""",AK2,204
P62487,57,57_P62487,DNA-directed RNA polymerase II subunit RPB7,POLR2G,5436
P63165,57,57_P63165,Small ubiquitin-related modifier 1,SUMO1,7341
Q9NTG7,57,57_Q9NTG7,"""NAD-dependent protein deacetylase sirtuin-3, mitochondrial""",SIRT3,23410
P20701,58,58_P20701,Integrin alpha-L,ITGAL,3683
Q9BRR6,58,58_Q9BRR6,ADP-dependent glucokinase,ADPGK,83440
Q9NTJ5,58,58_Q9NTJ5,Phosphatidylinositide phosphatase SAC1,SACM1L,22908
Q9Y3E5,58,58_Q9Y3E5,"""Peptidyl-tRNA hydrolase 2, mitochondrial""",PTRH2,51651
P16152,59,59_P16152,Carbonyl reductase [NADPH] 1,CBR1,873
P61086,59,59_P61086,Ubiquitin-conjugating enzyme E2 K,UBE2K,3093
Q15833,59,59_Q15833,Syntaxin-binding protein 2,STXBP2,6813
Q96IU4,59,59_Q96IU4,Alpha/beta hydrolase domain-containing protein 14B,ABHD14B,84836
B0I1T2,6,6_B0I1T2,Unconventional myosin-Ig,MYO1G,64005
O00483,6,6_O00483,Cytochrome c oxidase subunit NDUFA4,NDUFA4,4697
P05141,6,6_P05141,ADP/ATP translocase 2,SLC25A5,292
P36542,6,6_P36542,"""ATP synthase subunit gamma, mitochondrial""",ATP5C1,509
P45880,6,6_P45880,Voltage-dependent anion-selective channel protein 2,VDAC2,7417
P56134,6,6_P56134,"""ATP synthase subunit f, mitochondrial""",ATP5J2,9551
P62873,6,6_P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,GNB1,2782
Q00325,6,6_Q00325,"""Phosphate carrier protein, mitochondrial""",SLC25A3,5250
Q02978,6,6_Q02978,Mitochondrial 2-oxoglutarate/malate carrier protein,SLC25A11,8402
Q93084,6,6_Q93084,Sarcoplasmic/endoplasmic reticulum calcium ATPase 3,ATP2A3,489
Q9H9B4,6,6_Q9H9B4,Sideroflexin-1,SFXN1,94081
O15067,60,60_O15067,Phosphoribosylformylglycinamidine synthase,PFAS,5198
P08243,60,60_P08243,Asparagine synthetase [glutamine-hydrolyzing],ASNS,440
P12081,60,60_P12081,"""Histidine--tRNA ligase, cytoplasmic""",HARS,3035
Q96C86,60,60_Q96C86,m7GpppX diphosphatase,DCPS,28960
O15355,61,61_O15355,Protein phosphatase 1G,PPM1G,5496
Q15631,61,61_Q15631,Translin,TSN,7247
Q92733,61,61_Q92733,Proline-rich protein PRCC,PRCC,5546
Q93009,61,61_Q93009,Ubiquitin carboxyl-terminal hydrolase 7,USP7,7874
Q14141,62,62_Q14141,Septin-6,Sep-06,23157
Q16181,62,62_Q16181,Septin-7,Sep-07,989
Q8WYJ6,62,62_Q8WYJ6,Septin-1,Sep-01,1731
Q9UHD8,62,62_Q9UHD8,Septin-9,Sep-09,10801
P61026,63,63_P61026,Ras-related protein Rab-10,RAB10,10890
Q15005,63,63_Q15005,Signal peptidase complex subunit 2,SPCS2,9789
Q86WV6,63,63_Q86WV6,Stimulator of interferon genes protein,TMEM173,340061
Q92930,63,63_Q92930,Ras-related protein Rab-8B,RAB8B,51762
P19387,64,64_P19387,DNA-directed RNA polymerase II subunit RPB3,POLR2C,5432
P24928,64,64_P24928,DNA-directed RNA polymerase II subunit RPB1,POLR2A,5430
P30876,64,64_P30876,DNA-directed RNA polymerase II subunit RPB2,POLR2B,5431
Q7KZ85,64,64_Q7KZ85,Transcription elongation factor SPT6,SUPT6H,6830
O43598,65,65_O43598,2'-deoxynucleoside 5'-phosphate N-hydrolase 1,DNPH1,10591
O75083,65,65_O75083,WD repeat-containing protein 1,WDR1,9948
Q16222,65,65_Q16222,UDP-N-acetylhexosamine pyrophosphorylase,UAP1,6675
Q96C19,65,65_Q96C19,EF-hand domain-containing protein D2,EFHD2,79180
P09960,66,66_P09960,Leukotriene A-4 hydrolase,LTA4H,4048
P55809,66,66_P55809,"""Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial""",OXCT1,5019
Q13126,66,66_Q13126,S-methyl-5'-thioadenosine phosphorylase,MTAP,4507
Q6YP21,66,66_Q6YP21,Kynurenine--oxoglutarate transaminase 3,CCBL2,56267
O43681,67,67_O43681,ATPase ASNA1,ASNA1,439
Q13045,67,67_Q13045,Protein flightless-1 homolog,FLII,2314
Q5T4S7,67,67_Q5T4S7,E3 ubiquitin-protein ligase UBR4,UBR4,23352
Q9Y3Q8,67,67_Q9Y3Q8,TSC22 domain family protein 4,TSC22D4,81628
P47755,68,68_P47755,F-actin-capping protein subunit alpha-2,CAPZA2,830
Q09028,68,68_Q09028,Histone-binding protein RBBP4,RBBP4,5928
Q16576,68,68_Q16576,Histone-binding protein RBBP7,RBBP7,5931
Q92769,68,68_Q92769,Histone deacetylase 2,HDAC2,3066
P00505,69,69_P00505,"""Aspartate aminotransferase, mitochondrial""",GOT2,2806
P60174,69,69_P60174,Triosephosphate isomerase,TPI1,7167
P78417,69,69_P78417,Glutathione S-transferase omega-1,GSTO1,9446
Q16822,69,69_Q16822,"""Phosphoenolpyruvate carboxykinase [GTP], mitochondrial""",PCK2,5106
P04818,7,7_P04818,Thymidylate synthase,TYMS,7298
P08134,7,7_P08134,Rho-related GTP-binding protein RhoC,RHOC,389
P09417,7,7_P09417,Dihydropteridine reductase,QDPR,5860
P18669,7,7_P18669,Phosphoglycerate mutase 1,PGAM1,5223
P61604,7,7_P61604,"""10 kDa heat shock protein, mitochondrial""",HSPE1,3336
Q7Z4H3,7,7_Q7Z4H3,HD domain-containing protein 2,HDDC2,51020
Q8N335,7,7_Q8N335,Glycerol-3-phosphate dehydrogenase 1-like protein,GPD1L,23171
Q9H993,7,7_Q9H993,UPF0364 protein C6orf211,ARMT1,79624
Q9UHD1,7,7_Q9UHD1,Cysteine and histidine-rich domain-containing protein 1,CHORDC1,26973
P40429,70,70_P40429,60S ribosomal protein L13a,RPL13A,23521
P46779,70,70_P46779,60S ribosomal protein L28,RPL28,6158
P62910,70,70_P62910,60S ribosomal protein L32,RPL32,6161
P84098,70,70_P84098,60S ribosomal protein L19,RPL19,6143
P49207,71,71_P49207,60S ribosomal protein L34,RPL34,6164
P62906,71,71_P62906,60S ribosomal protein L10a,RPL10A,4736
P62917,71,71_P62917,60S ribosomal protein L8,RPL8,6132
Q9Y3U8,71,71_Q9Y3U8,60S ribosomal protein L36,RPL36,25873
P08708,72,72_P08708,40S ribosomal protein S17,RPS17,6218
P35268,72,72_P35268,60S ribosomal protein L22,RPL22,6146
P62851,72,72_P62851,40S ribosomal protein S25,RPS25,6230
P62854,72,72_P62854,40S ribosomal protein S26,RPS26,101929876
P46781,73,73_P46781,40S ribosomal protein S9,RPS9,6203
P62241,73,73_P62241,40S ribosomal protein S8,RPS8,6202
P62269,73,73_P62269,40S ribosomal protein S18,RPS18,6222
P62277,73,73_P62277,40S ribosomal protein S13,RPS13,6207
P40939,74,74_P40939,"""Trifunctional enzyme subunit alpha, mitochondrial""",HADHA,3030
