acc,clustid,clustid_key,genename,key,proteinname,uniprot_link
A6NGB9,3589,3589_644150,WIPF3,644150,"WAS/WASL-interacting protein family member 3 (Corticosteroids and regional expression protein 16 homolog)
",http://www.uniprot.org/uniprot/A6NGB9
P42684,3589,3589_27,ABL2,27,"Abelson tyrosine-protein kinase 2 (EC 2.7.10.2) (Abelson murine leukemia viral oncogene homolog 2) (Abelson-related gene protein) (Tyrosine-protein kinase ARG)
",http://www.uniprot.org/uniprot/P42684
Q8WXE0,3589,3589_57513,CASKIN2,57513,"Caskin-2 (CASK-interacting protein 2)
",http://www.uniprot.org/uniprot/Q8WXE0
O43150,3589,3589_8853,ASAP2,8853,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2 (Development and differentiation-enhancing factor 2) (Paxillin-associated protein with ARF GAP activity 3) (PAG3) (Pyk2 C-terminus-associated protein) (PAP)
",http://www.uniprot.org/uniprot/O43150
O43639,3589,3589_8440,NCK2,8440,"Cytoplasmic protein NCK2 (Growth factor receptor-bound protein 4) (NCK adaptor protein 2) (Nck-2) (SH2/SH3 adaptor protein NCK-beta)
",http://www.uniprot.org/uniprot/O43639
Q96P48,3589,3589_116985,ARAP1,116985,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1 (Centaurin-delta-2) (Cnt-d2)
",http://www.uniprot.org/uniprot/Q96P48
Q9ULH1,3589,3589_50807,ASAP1,50807,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1 (130 kDa phosphatidylinositol 4,5-bisphosphate-dependent ARF1 GTPase-activating protein) (ADP-ribosylation factor-directed GTPase-activating protein 1) (ARF GTPase-activating protein 1) (Development and differentiation-enhancing factor 1) (DEF-1) (Differentiation-enhancing factor 1) (PIP2-dependent ARF1 GAP)
",http://www.uniprot.org/uniprot/Q9ULH1
P17040,3590,3590_7579,ZSCAN20,7579,"Zinc finger and SCAN domain-containing protein 20 (Zinc finger protein 31) (Zinc finger protein 360) (Zinc finger protein KOX29)
",http://www.uniprot.org/uniprot/P17040
O14978,3590,3590_10127,ZNF263,10127,"Zinc finger protein 263 (Zinc finger protein FPM315) (Zinc finger protein with KRAB and SCAN domains 12)
",http://www.uniprot.org/uniprot/O14978
Q6P9G9,3590,3590_203523,ZNF449,203523,"Zinc finger protein 449 (Zinc finger and SCAN domain-containing protein 19)
",http://www.uniprot.org/uniprot/Q6P9G9
Q9UL58,3590,3590_7762,ZNF215,7762,"Zinc finger protein 215 (BWSCR2-associated zinc finger protein 2) (BAZ-2) (Zinc finger protein with KRAB and SCAN domains 11)
",http://www.uniprot.org/uniprot/Q9UL58
Q6UUV7,3591,3591_64784,CRTC3,64784,"CREB-regulated transcription coactivator 3 (Transducer of regulated cAMP response element-binding protein 3) (TORC-3) (Transducer of CREB protein 3)
",http://www.uniprot.org/uniprot/Q6UUV7
P14859,3591,3591_5451,POU2F1,5451,"POU domain, class 2, transcription factor 1 (NF-A1) (Octamer-binding protein 1) (Oct-1) (Octamer-binding transcription factor 1) (OTF-1)
",http://www.uniprot.org/uniprot/P14859
P48552,3591,3591_8204,NRIP1,8204,"Nuclear receptor-interacting protein 1 (Nuclear factor RIP140) (Receptor-interacting protein 140)
",http://www.uniprot.org/uniprot/P48552
Q8IV48,3591,3591_90459,ERI1,90459,"3'-5' exoribonuclease 1 (EC 3.1.-.-) (3'-5' exonuclease ERI1) (Eri-1 homolog) (Histone mRNA 3'-end-specific exoribonuclease) (Histone mRNA 3'-exonuclease 1) (Protein 3'hExo) (HEXO)
",http://www.uniprot.org/uniprot/Q8IV48
Q9UPP1,3591,3591_23133,PHF8,23133,"Histone lysine demethylase PHF8 (EC 1.14.11.27) (PHD finger protein 8)
",http://www.uniprot.org/uniprot/Q9UPP1
P43358,3591,3591_4103,MAGEA4,4103,"Melanoma-associated antigen 4 (Cancer/testis antigen 1.4) (CT1.4) (MAGE-4 antigen) (MAGE-41 antigen) (MAGE-X2 antigen)
",http://www.uniprot.org/uniprot/P43358
Q8WUB2,3591,3591_29902,FAM216A,29902,"Protein FAM216A
",http://www.uniprot.org/uniprot/Q8WUB2
P43362,3591,3591_728269,MAGEA9,728269,"Melanoma-associated antigen 9 (Cancer/testis antigen 1.9) (CT1.9) (MAGE-9 antigen)
",http://www.uniprot.org/uniprot/P43362
Q15596,3591,3591_10499,NCOA2,10499,"Nuclear receptor coactivator 2 (NCoA-2) (Class E basic helix-loop-helix protein 75) (bHLHe75) (Transcriptional intermediary factor 2) (hTIF2)
",http://www.uniprot.org/uniprot/Q15596
P43363,3591,3591_4109,MAGEA10,4109,"Melanoma-associated antigen 10 (Cancer/testis antigen 1.10) (CT1.10) (MAGE-10 antigen)
",http://www.uniprot.org/uniprot/P43363
Q9P0K8,3591,3591_55810,FOXJ2,55810,"Forkhead box protein J2 (Fork head homologous X)
",http://www.uniprot.org/uniprot/Q9P0K8
Q9HC38,3592,3592_51031,GLOD4,51031,"Glyoxalase domain-containing protein 4
",http://www.uniprot.org/uniprot/Q9HC38
Q04760,3592,3592_2739,GLO1,2739,"Lactoylglutathione lyase (EC 4.4.1.5) (Aldoketomutase) (Glyoxalase I) (Glx I) (Ketone-aldehyde mutase) (Methylglyoxalase) (S-D-lactoylglutathione methylglyoxal lyase)
",http://www.uniprot.org/uniprot/Q04760
P17028,3593,3593_7572,ZNF24,7572,"Zinc finger protein 24 (Retinoic acid suppression protein A) (RSG-A) (Zinc finger and SCAN domain-containing protein 3) (Zinc finger protein 191) (Zinc finger protein KOX17)
",http://www.uniprot.org/uniprot/P17028
P57086,3593,3593_51282,SCAND1,51282,"SCAN domain-containing protein 1
",http://www.uniprot.org/uniprot/P57086
Q969J2,3593,3593_387032,ZKSCAN4,387032,"Zinc finger protein with KRAB and SCAN domains 4 (P373c6.1) (Zinc finger protein 307) (Zinc finger protein 427)
",http://www.uniprot.org/uniprot/Q969J2
Q9BRR0,3593,3593_80317,ZKSCAN3,80317,"Zinc finger protein with KRAB and SCAN domains 3 (Zinc finger and SCAN domain-containing protein 13) (Zinc finger protein 306) (Zinc finger protein 309) (Zinc finger protein 47 homolog) (Zf47) (Zfp-47)
",http://www.uniprot.org/uniprot/Q9BRR0
Q8N0Y2,3593,3593_55311,ZNF444,55311,"Zinc finger protein 444 (Endothelial zinc finger protein 2) (EZF-2) (Zinc finger and SCAN domain-containing protein 17)
",http://www.uniprot.org/uniprot/Q8N0Y2
Q6R2W3,3593,3593_114821,ZBED9,114821,"SCAN domain-containing protein 3 (Transposon-derived Buster4 transposase-like protein) (Zinc finger BED domain-containing protein 9)
",http://www.uniprot.org/uniprot/Q6R2W3
Q9NWS9,3593,3593_55663,ZNF446,55663,"Zinc finger protein 446 (Zinc finger protein with KRAB and SCAN domains 20)
",http://www.uniprot.org/uniprot/Q9NWS9
Q8NF99,3593,3593_84307,ZNF397,84307,"Zinc finger protein 397 (Zinc finger and SCAN domain-containing protein 15) (Zinc finger protein 47)
",http://www.uniprot.org/uniprot/Q8NF99
Q15697,3593,3593_7727,ZNF174,7727,"Zinc finger protein 174 (AW-1) (Zinc finger and SCAN domain-containing protein 8)
",http://www.uniprot.org/uniprot/Q15697
Q13332,3594,3594_5802,PTPRS,5802,"Receptor-type tyrosine-protein phosphatase S (R-PTP-S) (EC 3.1.3.48) (Receptor-type tyrosine-protein phosphatase sigma) (R-PTP-sigma)
",http://www.uniprot.org/uniprot/Q13332
P10586,3594,3594_5792,PTPRF,5792,"Receptor-type tyrosine-protein phosphatase F (EC 3.1.3.48) (Leukocyte common antigen related) (LAR)
",http://www.uniprot.org/uniprot/P10586
P08237,3594,3594_5213,PFKM,5213,"ATP-dependent 6-phosphofructokinase, muscle type (ATP-PFK) (PFK-M) (EC 2.7.1.11) (6-phosphofructokinase type A) (Phosphofructo-1-kinase isozyme A) (PFK-A) (Phosphohexokinase)
",http://www.uniprot.org/uniprot/P08237
P25098,3594,3594_156,ADRBK1,156,"Beta-adrenergic receptor kinase 1 (Beta-ARK-1) (EC 2.7.11.15) (G-protein coupled receptor kinase 2)
",http://www.uniprot.org/uniprot/P25098
Q9P2R6,3595,3595_473,RERE,473,"Arginine-glutamic acid dipeptide repeats protein (Atrophin-1-like protein) (Atrophin-1-related protein)
",http://www.uniprot.org/uniprot/Q9P2R6
Q6ZW49,3595,3595_22976,PAXIP1,22976,"PAX-interacting protein 1 (PAX transactivation activation domain-interacting protein)
",http://www.uniprot.org/uniprot/Q6ZW49
P61964,3595,3595_11091,WDR5,11091,"WD repeat-containing protein 5 (BMP2-induced 3-kb gene protein)
",http://www.uniprot.org/uniprot/P61964
P54259,3595,3595_1822,ATN1,1822,"Atrophin-1 (Dentatorubral-pallidoluysian atrophy protein)
",http://www.uniprot.org/uniprot/P54259
Q9NQX3,3596,3596_10243,GPHN,10243,"Gephyrin [Includes: Molybdopterin adenylyltransferase (MPT adenylyltransferase) (EC 2.7.7.75) (Domain G); Molybdopterin molybdenumtransferase (MPT Mo-transferase) (EC 2.10.1.1) (Domain E)]
",http://www.uniprot.org/uniprot/Q9NQX3
Q3SX64,3596,3596_284451,ODF3L2,284451,"Outer dense fiber protein 3-like protein 2
",http://www.uniprot.org/uniprot/Q3SX64
Q9BXA7,3596,3596_83942,TSSK1B,83942,"Testis-specific serine/threonine-protein kinase 1 (TSK-1) (TSK1) (TSSK-1) (Testis-specific kinase 1) (EC 2.7.11.1) (Serine/threonine-protein kinase 22A)
",http://www.uniprot.org/uniprot/Q9BXA7
Q99551,3597,3597_7978,MTERF1,7978,"Transcription termination factor 1, mitochondrial (Mitochondrial transcription termination factor 1) (mTERF) (mTERF1)
",http://www.uniprot.org/uniprot/Q99551
Q9NVS9,3597,3597_55163,PNPO,55163,"Pyridoxine-5'-phosphate oxidase (EC 1.4.3.5) (Pyridoxamine-phosphate oxidase)
",http://www.uniprot.org/uniprot/Q9NVS9
P20340,3598,3598_5870,RAB6A,5870,"Ras-related protein Rab-6A (Rab-6)
",http://www.uniprot.org/uniprot/P20340
Q96M27,3598,3598_133619,PRRC1,133619,"Protein PRRC1 (Proline-rich and coiled-coil-containing protein 1)
",http://www.uniprot.org/uniprot/Q96M27
P61019,3598,3598_5862,RAB2A,5862,"Ras-related protein Rab-2A
",http://www.uniprot.org/uniprot/P61019
Q8TE02,3599,3599_23587,ELP5,23587,"Elongator complex protein 5 (Dermal papilla-derived protein 6) (S-phase 2 protein)
",http://www.uniprot.org/uniprot/Q8TE02
Q0PNE2,3599,3599_54859,ELP6,54859,"Elongator complex protein 6 (Angiotonin-transactivated protein 1) (Protein TMEM103)
",http://www.uniprot.org/uniprot/Q0PNE2
Q9UID6,3599,3599_51193,ZNF639,51193,"Zinc finger protein 639 (Zinc finger protein ANC_2H01) (Zinc finger protein ZASC1)
",http://www.uniprot.org/uniprot/Q9UID6
Q9P0Z9,3599,3599_51268,PIPOX,51268,"Peroxisomal sarcosine oxidase (PSO) (EC 1.5.3.1) (EC 1.5.3.7) (L-pipecolate oxidase) (L-pipecolic acid oxidase)
",http://www.uniprot.org/uniprot/Q9P0Z9
P07954,3600,3600_2271,FH,2271,"Fumarate hydratase, mitochondrial (Fumarase) (EC 4.2.1.2)
",http://www.uniprot.org/uniprot/P07954
P15559,3600,3600_1728,NQO1,1728,"NAD(P)H dehydrogenase [quinone] 1 (EC 1.6.5.2) (Azoreductase) (DT-diaphorase) (DTD) (Menadione reductase) (NAD(P)H:quinone oxidoreductase 1) (Phylloquinone reductase) (Quinone reductase 1) (QR1)
",http://www.uniprot.org/uniprot/P15559
Q9C0H5,3601,3601_80728,ARHGAP39,80728,"Rho GTPase-activating protein 39
",http://www.uniprot.org/uniprot/Q9C0H5
Q9BPZ2,3601,3601_474343,SPIN2B,474343,"Spindlin-2B (Spindlin-like protein 2B) (SPIN-2) (SPIN-2B)
",http://www.uniprot.org/uniprot/Q9BPZ2
Q8N806,3601,3601_55148,UBR7,55148,"Putative E3 ubiquitin-protein ligase UBR7 (EC 6.3.2.-) (N-recognin-7)
",http://www.uniprot.org/uniprot/Q8N806
Q16763,3602,3602_27338,UBE2S,27338,"Ubiquitin-conjugating enzyme E2 S (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme S) (E2-EPF) (Ubiquitin carrier protein S) (Ubiquitin-conjugating enzyme E2-24 kDa) (Ubiquitin-conjugating enzyme E2-EPF5) (Ubiquitin-protein ligase S)
",http://www.uniprot.org/uniprot/Q16763
Q9BVN2,3602,3602_23623,RUSC1,23623,"RUN and SH3 domain-containing protein 1 (New molecule containing SH3 at the carboxy-terminus) (Nesca)
",http://www.uniprot.org/uniprot/Q9BVN2
Q15393,3603,3603_23450,SF3B3,23450,"Splicing factor 3B subunit 3 (Pre-mRNA-splicing factor SF3b 130 kDa subunit) (SF3b130) (STAF130) (Spliceosome-associated protein 130) (SAP 130)
",http://www.uniprot.org/uniprot/Q15393
O75940,3603,3603_10285,SMNDC1,10285,"Survival of motor neuron-related-splicing factor 30 (30 kDa splicing factor SMNrp) (SMN-related protein) (Survival motor neuron domain-containing protein 1)
",http://www.uniprot.org/uniprot/O75940
P21926,3604,3604_928,CD9,928,"CD9 antigen (5H9 antigen) (Cell growth-inhibiting gene 2 protein) (Leukocyte antigen MIC3) (Motility-related protein) (MRP-1) (Tetraspanin-29) (Tspan-29) (p24) (CD antigen CD9)
",http://www.uniprot.org/uniprot/P21926
Q969P0,3604,3604_93185,IGSF8,93185,"Immunoglobulin superfamily member 8 (IgSF8) (CD81 partner 3) (Glu-Trp-Ile EWI motif-containing protein 2) (EWI-2) (Keratinocytes-associated transmembrane protein 4) (KCT-4) (LIR-D1) (Prostaglandin regulatory-like protein) (PGRL) (CD antigen CD316)
",http://www.uniprot.org/uniprot/Q969P0
Q6Y2X3,3604,3604_85406,DNAJC14,85406,"DnaJ homolog subfamily C member 14 (DnaJ protein homolog 3) (Dopamine receptor-interacting protein of 78 kDa) (DRIP78) (Human DnaJ protein 3) (hDj-3)
",http://www.uniprot.org/uniprot/Q6Y2X3
P58335,3604,3604_118429,ANTXR2,118429,"Anthrax toxin receptor 2 (Capillary morphogenesis gene 2 protein) (CMG-2)
",http://www.uniprot.org/uniprot/P58335
Q99933,3605,3605_573,BAG1,573,"BAG family molecular chaperone regulator 1 (BAG-1) (Bcl-2-associated athanogene 1)
",http://www.uniprot.org/uniprot/Q99933
P58546,3605,3605_136319,MTPN,136319,"Myotrophin (Protein V-1)
",http://www.uniprot.org/uniprot/P58546
P35250,3606,3606_5982,RFC2,5982,"Replication factor C subunit 2 (Activator 1 40 kDa subunit) (A1 40 kDa subunit) (Activator 1 subunit 2) (Replication factor C 40 kDa subunit) (RF-C 40 kDa subunit) (RFC40)
",http://www.uniprot.org/uniprot/P35250
P40938,3606,3606_5983,RFC3,5983,"Replication factor C subunit 3 (Activator 1 38 kDa subunit) (A1 38 kDa subunit) (Activator 1 subunit 3) (Replication factor C 38 kDa subunit) (RF-C 38 kDa subunit) (RFC38)
",http://www.uniprot.org/uniprot/P40938
P35251,3606,3606_5981,RFC1,5981,"Replication factor C subunit 1 (Activator 1 140 kDa subunit) (A1 140 kDa subunit) (Activator 1 large subunit) (Activator 1 subunit 1) (DNA-binding protein PO-GA) (Replication factor C 140 kDa subunit) (RF-C 140 kDa subunit) (RFC140) (Replication factor C large subunit)
",http://www.uniprot.org/uniprot/P35251
P35249,3606,3606_5984,RFC4,5984,"Replication factor C subunit 4 (Activator 1 37 kDa subunit) (A1 37 kDa subunit) (Activator 1 subunit 4) (Replication factor C 37 kDa subunit) (RF-C 37 kDa subunit) (RFC37)
",http://www.uniprot.org/uniprot/P35249
P40937,3606,3606_5985,RFC5,5985,"Replication factor C subunit 5 (Activator 1 36 kDa subunit) (A1 36 kDa subunit) (Activator 1 subunit 5) (Replication factor C 36 kDa subunit) (RF-C 36 kDa subunit) (RFC36)
",http://www.uniprot.org/uniprot/P40937
Q9UHD1,3607,3607_26973,CHORDC1,26973,"Cysteine and histidine-rich domain-containing protein 1 (CHORD domain-containing protein 1) (CHORD-containing protein 1) (CHP-1) (Protein morgana)
",http://www.uniprot.org/uniprot/Q9UHD1
Q16832,3607,3607_4921,DDR2,4921,"Discoidin domain-containing receptor 2 (Discoidin domain receptor 2) (EC 2.7.10.1) (CD167 antigen-like family member B) (Discoidin domain-containing receptor tyrosine kinase 2) (Neurotrophic tyrosine kinase, receptor-related 3) (Receptor protein-tyrosine kinase TKT) (Tyrosine-protein kinase TYRO10) (CD antigen CD167b)
",http://www.uniprot.org/uniprot/Q16832
Q8WVC0,3608,3608_123169,LEO1,123169,"RNA polymerase-associated protein LEO1 (Replicative senescence down-regulated leo1-like protein)
",http://www.uniprot.org/uniprot/Q8WVC0
Q6P1J9,3608,3608_79577,CDC73,79577,"Parafibromin (Cell division cycle protein 73 homolog) (Hyperparathyroidism 2 protein)
",http://www.uniprot.org/uniprot/Q6P1J9
Q8N7H5,3608,3608_54623,PAF1,54623,"RNA polymerase II-associated factor 1 homolog (hPAF1) (Pancreatic differentiation protein 2)
",http://www.uniprot.org/uniprot/Q8N7H5
Q9GZS3,3608,3608_80349,WDR61,80349,"WD repeat-containing protein 61 (Meiotic recombination REC14 protein homolog) (SKI8 homolog) (Ski8) [Cleaved into: WD repeat-containing protein 61, N-terminally processed]
",http://www.uniprot.org/uniprot/Q9GZS3
Q92541,3608,3608_23168,RTF1,23168,"RNA polymerase-associated protein RTF1 homolog
",http://www.uniprot.org/uniprot/Q92541
Q6PD62,3608,3608_9646,CTR9,9646,"RNA polymerase-associated protein CTR9 homolog (SH2 domain-binding protein 1)
",http://www.uniprot.org/uniprot/Q6PD62
Q96ST2,3608,3608_55677,IWS1,55677,"Protein IWS1 homolog (IWS1-like protein)
",http://www.uniprot.org/uniprot/Q96ST2
P11464,3609,3609_5669,PSG1,5669,"Pregnancy-specific beta-1-glycoprotein 1 (PS-beta-G-1) (PSBG-1) (Pregnancy-specific glycoprotein 1) (CD66 antigen-like family member F) (Fetal liver non-specific cross-reactive antigen 1/2) (FL-NCA-1/2) (PSG95) (Pregnancy-specific beta-1 glycoprotein C/D) (PS-beta-C/D) (CD antigen CD66f)
",http://www.uniprot.org/uniprot/P11464
Q15238,3609,3609_5673,PSG5,5673,"Pregnancy-specific beta-1-glycoprotein 5 (PS-beta-G-5) (PSBG-5) (Pregnancy-specific glycoprotein 5) (Fetal liver non-specific cross-reactive antigen 3) (FL-NCA-3)
",http://www.uniprot.org/uniprot/Q15238
Q00889,3609,3609_5675,PSG6,5675,"Pregnancy-specific beta-1-glycoprotein 6 (PS-beta-G-6) (PSBG-6) (Pregnancy-specific glycoprotein 6) (Pregnancy-specific beta-1-glycoprotein 10) (PS-beta-G-10) (PSBG-10) (Pregnancy-specific glycoprotein 10) (Pregnancy-specific beta-1-glycoprotein 12) (PS-beta-G-12) (PSBG-12) (Pregnancy-specific glycoprotein 12)
",http://www.uniprot.org/uniprot/Q00889
P48637,3610,3610_2937,GSS,2937,"Glutathione synthetase (GSH synthetase) (GSH-S) (EC 6.3.2.3) (Glutathione synthase)
",http://www.uniprot.org/uniprot/P48637
Q9BV20,3610,3610_84245,MRI1,84245,"Methylthioribose-1-phosphate isomerase (M1Pi) (MTR-1-P isomerase) (EC 5.3.1.23) (Mediator of RhoA-dependent invasion) (S-methyl-5-thioribose-1-phosphate isomerase) (Translation initiation factor eIF-2B subunit alpha/beta/delta-like protein)
",http://www.uniprot.org/uniprot/Q9BV20
Q9UIF3,3611,3611_27285,TEKT2,27285,"Tektin-2 (Tektin-t) (Testicular tektin) (Testicular tektin B1-like protein) (TEKTB1) (Tektin-B1)
",http://www.uniprot.org/uniprot/Q9UIF3
Q8WXI4,3611,3611_26027,ACOT11,26027,"Acyl-coenzyme A thioesterase 11 (Acyl-CoA thioesterase 11) (EC 3.1.2.-) (Acyl-CoA thioester hydrolase 11) (Adipose-associated thioesterase) (Brown fat-inducible thioesterase) (BFIT)
",http://www.uniprot.org/uniprot/Q8WXI4
P36941,3612,3612_4055,LTBR,4055,"Tumor necrosis factor receptor superfamily member 3 (Lymphotoxin-beta receptor) (Tumor necrosis factor C receptor) (Tumor necrosis factor receptor 2-related protein) (Tumor necrosis factor receptor type III) (TNF-RIII) (TNFR-III)
",http://www.uniprot.org/uniprot/P36941
Q5BJF6,3612,3612_4957,ODF2,4957,"Outer dense fiber protein 2 (Cenexin) (Outer dense fiber of sperm tails protein 2)
",http://www.uniprot.org/uniprot/Q5BJF6
Q9H0I3,3612,3612_29070,CCDC113,29070,"Coiled-coil domain-containing protein 113
",http://www.uniprot.org/uniprot/Q9H0I3
Q6ZUS5,3612,3612_79635,CCDC121,79635,"Coiled-coil domain-containing protein 121
",http://www.uniprot.org/uniprot/Q6ZUS5
Q8N350,3613,3613_255057,CBARP,255057,"Voltage-dependent calcium channel beta subunit-associated regulatory protein
",http://www.uniprot.org/uniprot/Q8N350
Q9H175,3613,3613_81566,CSRNP2,81566,"Cysteine/serine-rich nuclear protein 2 (CSRNP-2) (Protein FAM130A1) (TGF-beta-induced apoptosis protein 12) (TAIP-12)
",http://www.uniprot.org/uniprot/Q9H175
Q8IWU2,3613,3613_22853,LMTK2,22853,"Serine/threonine-protein kinase LMTK2 (EC 2.7.11.1) (Apoptosis-associated tyrosine kinase 2) (Brain-enriched kinase) (hBREK) (CDK5/p35-regulated kinase) (CPRK) (Kinase/phosphatase/inhibitor 2) (Lemur tyrosine kinase 2) (Serine/threonine-protein kinase KPI-2)
",http://www.uniprot.org/uniprot/Q8IWU2
P36873,3613,3613_5501,PPP1CC,5501,"Serine/threonine-protein phosphatase PP1-gamma catalytic subunit (PP-1G) (EC 3.1.3.16) (Protein phosphatase 1C catalytic subunit)
",http://www.uniprot.org/uniprot/P36873
P60880,3614,3614_6616,SNAP25,6616,"Synaptosomal-associated protein 25 (SNAP-25) (Super protein) (SUP) (Synaptosomal-associated 25 kDa protein)
",http://www.uniprot.org/uniprot/P60880
Q9UM19,3614,3614_51440,HPCAL4,51440,"Hippocalcin-like protein 4 (HLP4)
",http://www.uniprot.org/uniprot/Q9UM19
Q96I34,3615,3615_84988,PPP1R16A,84988,"Protein phosphatase 1 regulatory subunit 16A (Myosin phosphatase-targeting subunit 3)
",http://www.uniprot.org/uniprot/Q96I34
Q8N414,3615,3615_79605,PGBD5,79605,"PiggyBac transposable element-derived protein 5
",http://www.uniprot.org/uniprot/Q8N414
P53611,3615,3615_5876,RABGGTB,5876,"Geranylgeranyl transferase type-2 subunit beta (EC 2.5.1.60) (Geranylgeranyl transferase type II subunit beta) (GGTase-II-beta) (Rab geranyl-geranyltransferase subunit beta) (Rab GG transferase beta) (Rab GGTase beta) (Rab geranylgeranyltransferase subunit beta) (Type II protein geranyl-geranyltransferase subunit beta)
",http://www.uniprot.org/uniprot/P53611
Q92696,3615,3615_5875,RABGGTA,5875,"Geranylgeranyl transferase type-2 subunit alpha (EC 2.5.1.60) (Geranylgeranyl transferase type II subunit alpha) (Rab geranyl-geranyltransferase subunit alpha) (Rab GG transferase alpha) (Rab GGTase alpha) (Rab geranylgeranyltransferase subunit alpha)
",http://www.uniprot.org/uniprot/Q92696
Q99501,3616,3616_10634,GAS2L1,10634,"GAS2-like protein 1 (GAS2-related protein on chromosome 22) (Growth arrest-specific protein 2-like 1)
",http://www.uniprot.org/uniprot/Q99501
P19174,3616,3616_5335,PLCG1,5335,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 (EC 3.1.4.11) (PLC-148) (Phosphoinositide phospholipase C-gamma-1) (Phospholipase C-II) (PLC-II) (Phospholipase C-gamma-1) (PLC-gamma-1)
",http://www.uniprot.org/uniprot/P19174
Q9UPY8,3616,3616_22924,MAPRE3,22924,"Microtubule-associated protein RP/EB family member 3 (EB1 protein family member 3) (EBF3) (End-binding protein 3) (EB3) (RP3)
",http://www.uniprot.org/uniprot/Q9UPY8
Q9UMZ2,3617,3617_11276,SYNRG,11276,"Synergin gamma (AP1 subunit gamma-binding protein 1) (Gamma-synergin)
",http://www.uniprot.org/uniprot/Q9UMZ2
P58340,3617,3617_4291,MLF1,4291,"Myeloid leukemia factor 1 (Myelodysplasia-myeloid leukemia factor 1)
",http://www.uniprot.org/uniprot/P58340
P29144,3618,3618_7174,TPP2,7174,"Tripeptidyl-peptidase 2 (TPP-2) (EC 3.4.14.10) (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase II) (TPP-II)
",http://www.uniprot.org/uniprot/P29144
Q7L591,3618,3618_79930,DOK3,79930,"Docking protein 3 (Downstream of tyrosine kinase 3)
",http://www.uniprot.org/uniprot/Q7L591
P62253,3619,3619_7326,UBE2G1,7326,"Ubiquitin-conjugating enzyme E2 G1 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme G1) (E217K) (UBC7) (Ubiquitin carrier protein G1) (Ubiquitin-protein ligase G1) [Cleaved into: Ubiquitin-conjugating enzyme E2 G1, N-terminally processed]
",http://www.uniprot.org/uniprot/P62253
Q06203,3619,3619_5471,PPAT,5471,"Amidophosphoribosyltransferase (ATase) (EC 2.4.2.14) (Glutamine phosphoribosylpyrophosphate amidotransferase) (GPAT)
",http://www.uniprot.org/uniprot/Q06203
Q6ZRQ5,3620,3620_253714,MMS22L,253714,"Protein MMS22-like (Methyl methanesulfonate-sensitivity protein 22-like)
",http://www.uniprot.org/uniprot/Q6ZRQ5
Q96A08,3620,3620_255626,HIST1H2BA,255626,"Histone H2B type 1-A (Histone H2B, testis) (TSH2B.1) (Testis-specific histone H2B)
",http://www.uniprot.org/uniprot/Q96A08
Q6PH81,3620,3620_388272,C16orf87,388272,"UPF0547 protein C16orf87
",http://www.uniprot.org/uniprot/Q6PH81
Q7Z3K6,3620,3620_166968,MIER3,166968,"Mesoderm induction early response protein 3 (Mi-er3)
",http://www.uniprot.org/uniprot/Q7Z3K6
P22061,3621,3621_5110,PCMT1,5110,"Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PIMT) (EC 2.1.1.77) (L-isoaspartyl protein carboxyl methyltransferase) (Protein L-isoaspartyl/D-aspartyl methyltransferase) (Protein-beta-aspartate methyltransferase)
",http://www.uniprot.org/uniprot/P22061
A8MPS7,3621,3621_150223,YDJC,150223,"Carbohydrate deacetylase (EC 3.5.1.-)
",http://www.uniprot.org/uniprot/A8MPS7
Q8N5A5,3622,3622_84619,ZGPAT,84619,"Zinc finger CCCH-type with G patch domain-containing protein (G patch domain-containing protein 6) (Zinc finger CCCH domain-containing protein 9) (Zinc finger and G patch domain-containing protein)
",http://www.uniprot.org/uniprot/Q8N5A5
Q56A73,3622,3622_139886,SPIN4,139886,"Spindlin-4
",http://www.uniprot.org/uniprot/Q56A73
Q9Y657,3622,3622_10927,SPIN1,10927,"Spindlin-1 (Ovarian cancer-related protein) (Spindlin1)
",http://www.uniprot.org/uniprot/Q9Y657
Q9NS56,3622,3622_10210,TOPORS,10210,"E3 ubiquitin-protein ligase Topors (EC 6.3.2.-) (SUMO1-protein E3 ligase Topors) (Topoisomerase I-binding RING finger protein) (Topoisomerase I-binding arginine/serine-rich protein) (Tumor suppressor p53-binding protein 3) (p53-binding protein 3) (p53BP3)
",http://www.uniprot.org/uniprot/Q9NS56
Q86U90,3622,3622_79693,YRDC,79693,"YrdC domain-containing protein, mitochondrial (Dopamine receptor-interacting protein 3) (Ischemia/reperfusion-inducible protein homolog) (hIRIP)
",http://www.uniprot.org/uniprot/Q86U90
Q8TEW6,3623,3623_55715,DOK4,55715,"Docking protein 4 (Downstream of tyrosine kinase 4) (Insulin receptor substrate 5) (IRS-5) (IRS5)
",http://www.uniprot.org/uniprot/Q8TEW6
